source,target,relation,effect,claim_id
Tc0,4.07 K,HAS_PROPERTY_VALUE,,N/A
Tc0,2.8 K,HAS_PROPERTY_VALUE,,N/A
Tc0,La1-xCexOBiSSe,HAS_PROPERTY,,N/A
Tc0,3.1 K,HAS_PROPERTY_VALUE,,N/A
0.5 K,0.5 K,HAS_CONDITION_VALUE,,N/A
High-pressure synthesis,LaO0.5F0.5BiS2,SYNTHESIZES,,N/A
High-pressure synthesis,700°C,EXPERIMENT_CONDITIONS,,N/A
High-pressure synthesis,2 GPa,EXPERIMENT_CONDITIONS,,N/A
High-pressure synthesis,High-pressure,EXPERIMENT_CONDITIONS,,N/A
LaO0.5F0.5BiS2,High-pressure strain,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,aging effects,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,superconducting properties,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,tetragonal-monoclinic transition,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,WAL,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Weak antilocalization,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Grüneisen parameter (γG),HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,lattice anharmonicity,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,γG,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,CDW satellites,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,High-entropy alloying,SYNTHESIZES,,N/A
LaO0.5F0.5BiS2,superconducting layer,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Magnetoresistance,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,tetragonal,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,MR,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,four-fold-symmetric anisotropy,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,in-plane anisotropy of magnetoresistance,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,electron doping concentration,PROPERTY_UNDER_CONDITION,,N/A
LaO0.5F0.5BiS2,superconducting-superconducting transition,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Pc,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,tetragonal structure,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,two-fold symmetry,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,tetragonal square plane,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,DSmix,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Bi-S bond lengths,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,bond angles,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,in-plane disorder,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,metallic phase,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,c lattice constant,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,in-plane Bi-S1 distance,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,superconductor,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Cooper pair Wigner crystal,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,insulator,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,superconducting transition temperature,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,F substitution,EXPERIMENT_CONDITIONS,,N/A
LaO0.5F0.5BiS2,lattice shrinkage,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,uniaxial lattice contraction,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,one-dimensional character,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,superconductivity,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,asymmetrical phonon mode,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,electron-phonon coupling constant,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,temperature-dependent hump,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,phase transition,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,low-Tc phase,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,higher Tc phase,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,anisotropy,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,metallic behavior,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,normal conducting state,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,electrical resistivity,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Tconset,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,energy gap,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,High pressure annealing,SYNTHESIZES,,N/A
LaO0.5F0.5BiS2,room temperature resistivity,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,thermal conductivity,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Hall resistance,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,RH,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,S,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,10 times larger,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,upper critical field,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,upper critical fields,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,HC2min,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,HC2max,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,HC2mid,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,anisotropy of superconducting states,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,anisotropy parameter,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,polycrystalline,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,anisotropy parameter of upper critical fields,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,single crystals,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,conventional solid-state reaction,SYNTHESIZES,,N/A
LaO0.5F0.5BiS2,lattice constants a and c,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,semiconducting characteristics,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,a axis,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,c axis,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,superconducting volume fraction,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,superconducting shielding fraction,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,layered superconductor,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,unit cell volume,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,c-parameter,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,low Tc superconducting phase,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,transition pressure,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Pt,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,semiconductor-metal transition,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,pressure coefficient,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,carrier interaction,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,atmospheric pressure,EXPERIMENT_CONDITIONS,,N/A
LaO0.5F0.5BiS2,superconducting critical temperature,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,superconducting transition,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,semiconducting behavior,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Annealing,SYNTHESIZES,,N/A
LaO0.5F0.5BiS2,uniaxial strain,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,superconducting impurities,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,strain,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,ZrCuSiAs type structure,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,tetragonal P4/nmm,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Schottky-type anomaly,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,normal state,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,type II,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Hc1,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,type II-superconductor,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Fermi level,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,solid-state route,SYNTHESIZES,,N/A
LaO0.5F0.5BiS2,vacuum encapsulation,SYNTHESIZES,,N/A
LaO0.5F0.5BiS2,flux pinning,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,irreversible behavior,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,resistive broadening,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,mu0Hc2(0),HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Gamma,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,chemical pressure,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,ferromagnetic signal,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,Tc onset,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Tc (ρ = 0),HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Hc2(0),HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,Fermi surface,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,space group P4/nmm,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,lattice parameters,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,residual resistivity value,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,ΔC_e/γT_c,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,2Δ(0)/k_B T_c,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,strong electron-phonon coupling superconductivity,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,SC gaps,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,light bands,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,disconnected Fermi surfaces,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,dxy symmetry,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,dx2-y2 symmetry,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,hole-pockets,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,s± symmetry,EXHIBITS_STATE,,N/A
LaO0.5F0.5BiS2,mean free path,HAS_PROPERTY,,N/A
LaO0.5F0.5BiS2,coherence length,HAS_PROPERTY,,N/A
High-pressure strain,aging,STATE_UNDER_CONDITION,,N/A
aging effects,10-years-old,STATE_UNDER_CONDITION,,N/A
superconducting properties,REBa2Cu3O7-d cuprates,HAS_PROPERTY,,N/A
tetragonal-monoclinic transition,pressure range,STATE_UNDER_CONDITION,,N/A
tetragonal-monoclinic transition,pressure,STATE_UNDER_CONDITION,,N/A
High-pressure,RE-site configurational entropy,PROPERTY_UNDER_CONDITION,,N/A
High-pressure,isotope shifts,STATE_UNDER_CONDITION,,N/A
High-pressure,metallic to semi-metallic state,STATE_UNDER_CONDITION,,N/A
High-pressure,ab initio calculations,EXPERIMENT_CONDITIONS,,N/A
High-pressure,P-dependent structural data,EXPERIMENT_CONDITIONS,,N/A
High-pressure,superconducting transition,PROPERTY_UNDER_CONDITION,,N/A
High-pressure,HP,HAS_CONDITION_VALUE,,N/A
High-pressure,superconducting transition temperature,PROPERTY_UNDER_CONDITION,,N/A
High-pressure,monoclinic structure,STATE_UNDER_CONDITION,,N/A
High-pressure,superconductor,STATE_UNDER_CONDITION,,N/A
High-pressure,conventional solid-state reaction,EXPERIMENT_CONDITIONS,,N/A
High-pressure,High-pressure,HAS_CONDITION_VALUE,,N/A
High-pressure,uniaxial strain,STATE_UNDER_CONDITION,,N/A
High-pressure,50 GPa,HAS_CONDITION_VALUE,,N/A
HEA-type REO0.5F0.5BiS2,monoclinic phase,EXHIBITS_STATE,,N/A
pressure,high-P phase,STATE_UNDER_CONDITION,,N/A
pressure,ionic radius,PROPERTY_UNDER_CONDITION,,N/A
pressure,low-P phase,STATE_UNDER_CONDITION,,N/A
pressure,"RE: La, Ce, Pr, Nd, and Sm",HAS_CONDITION_VALUE,,N/A
pressure,c lattice constant,PROPERTY_UNDER_CONDITION,,N/A
pressure,powder X-ray diffraction,EXPERIMENT_CONDITIONS,,N/A
pressure,in-plane size,PROPERTY_UNDER_CONDITION,,N/A
pressure,two-dimensionality,STATE_UNDER_CONDITION,,N/A
pressure,superconducting performance,STATE_UNDER_CONDITION,,N/A
pressure,superconducting transition temperature,PROPERTY_UNDER_CONDITION,,N/A
pressure,1.31 GPa,HAS_CONDITION_VALUE,,N/A
pressure,Resistivity measurements,EXPERIMENT_CONDITIONS,,N/A
pressure,electrical resistivity,PROPERTY_UNDER_CONDITION,,N/A
pressure,3 GPa,HAS_CONDITION_VALUE,,N/A
pressure,metallic phase,STATE_UNDER_CONDITION,,N/A
pressure,T_c,PROPERTY_UNDER_CONDITION,,N/A
pressure,crossover from metallic to insulating behavior,STATE_UNDER_CONDITION,,N/A
pressure,Increasing pressure,HAS_CONDITION_VALUE,,N/A
pressure,2.5GPa,HAS_CONDITION_VALUE,,N/A
pressure,in-plane distortion,PROPERTY_UNDER_CONDITION,,N/A
pressure,phase transition,STATE_UNDER_CONDITION,,N/A
pressure,pressure,HAS_CONDITION_VALUE,,N/A
pressure,2.44 GPa,HAS_CONDITION_VALUE,,N/A
pressure,thermal activation energy,PROPERTY_UNDER_CONDITION,,N/A
pressure,applied pressure,EXPERIMENT_CONDITIONS,,N/A
pressure,Tconset,PROPERTY_UNDER_CONDITION,,N/A
pressure,0-1.97 GPa,HAS_CONDITION_VALUE,,N/A
pressure,energy gap,PROPERTY_UNDER_CONDITION,,N/A
pressure,low Tc superconducting phase,STATE_UNDER_CONDITION,,N/A
pressure,semiconducting behavior,EXPERIMENT_CONDITIONS,,N/A
pressure,transition pressure,PROPERTY_UNDER_CONDITION,,N/A
pressure,dTc/dP=0.45/GPa,HAS_CONDITION_VALUE,,N/A
pressure,pressure coefficient,PROPERTY_UNDER_CONDITION,,N/A
pressure,Electrical resistivity measurements,EXPERIMENT_CONDITIONS,,N/A
pressure,superconducting critical temperature,PROPERTY_UNDER_CONDITION,,N/A
pressure,maximum value,HAS_CONDITION_VALUE,,N/A
pressure,superconducting transition,STATE_UNDER_CONDITION,,N/A
pressure,transition width,PROPERTY_UNDER_CONDITION,,N/A
pressure,delta Tc,PROPERTY_UNDER_CONDITION,,N/A
pressure,pressure-induced,HAS_CONDITION_VALUE,,N/A
pressure,maximum value of Tc,PROPERTY_UNDER_CONDITION,,N/A
pressure,hysteretic suppression,PROPERTY_UNDER_CONDITION,,N/A
pressure,2.0 GPa,HAS_CONDITION_VALUE,,N/A
pressure,log(ρ) vs. P,PROPERTY_UNDER_CONDITION,,N/A
pressure,increasing pressure,HAS_CONDITION_VALUE,,N/A
monoclinic phase,"(Sr, La)FBiS2",EXHIBITS_STATE,,N/A
Se-poor LaO1-xFxBiS2-ySey,electrical resistivity,HAS_PROPERTY,,N/A
Se-poor LaO1-xFxBiS2-ySey,Hall coefficients,HAS_PROPERTY,,N/A
electrical resistivity,low temperature,PROPERTY_UNDER_CONDITION,,N/A
electrical resistivity,LaO1-xFxBiS2,HAS_PROPERTY,,N/A
electrical resistivity,F concentration,PROPERTY_UNDER_CONDITION,,N/A
electrical resistivity,La2O2Bi2Pb2S6,HAS_PROPERTY,,N/A
electrical resistivity,La0.80Ti0.20OBiS_2,HAS_PROPERTY,,N/A
electrical resistivity,La0.85Th0.15OBiS_2,HAS_PROPERTY,,N/A
electrical resistivity,electronic states,MEASURES,,N/A
electrical resistivity,80Se,EXPERIMENT_CONDITIONS,,N/A
electrical resistivity,Eu0.5La0.5FBiS2-xSex,HAS_PROPERTY,,N/A
electrical resistivity,EuFBiS2,HAS_PROPERTY,,N/A
electrical resistivity,ambient pressure,PROPERTY_UNDER_CONDITION,,N/A
electrical resistivity,230 K,HAS_PROPERTY_VALUE,,N/A
electrical resistivity,Hydrostatic pressure,EXPERIMENT_CONDITIONS,,N/A
electrical resistivity,temperature,PROPERTY_UNDER_CONDITION,,N/A
electrical resistivity,Electrical resistivity measurements,MEASURES,,N/A
electrical resistivity,T^2 dependence,EXHIBITS_STATE,,N/A
electrical resistivity,PrOBiS2,HAS_PROPERTY,,N/A
electrical resistivity,250 K,PROPERTY_UNDER_CONDITION,,N/A
electrical resistivity,LaOBiS2,HAS_PROPERTY,,N/A
electrical resistivity,below 270 K,PROPERTY_UNDER_CONDITION,,N/A
electrical resistivity,F substitution,PROPERTY_UNDER_CONDITION,,N/A
Hall coefficients,low temperature,PROPERTY_UNDER_CONDITION,,N/A
Hall coefficients,LaO1-xFxBiS2,HAS_PROPERTY,,N/A
Hall coefficients,F concentration,PROPERTY_UNDER_CONDITION,,N/A
Hall coefficients,x ≤ 0.2,PROPERTY_UNDER_CONDITION,,N/A
low temperature,insulating transport properties,STATE_UNDER_CONDITION,,N/A
low temperature,F substitution,EXPERIMENT_CONDITIONS,,N/A
low temperature,High pressure annealing,EXPERIMENT_CONDITIONS,,N/A
low temperature,thermal conductivity,PROPERTY_UNDER_CONDITION,,N/A
low temperature,broad hump,STATE_UNDER_CONDITION,,N/A
low temperature,Increasing temperature,HAS_CONDITION_VALUE,,N/A
low temperature,dispersive branch,STATE_UNDER_CONDITION,,N/A
low temperature,metallic,STATE_UNDER_CONDITION,,N/A
low temperature,superconducting layer,STATE_UNDER_CONDITION,,N/A
low temperature,F-doping,EXPERIMENT_CONDITIONS,,N/A
low temperature,T λ,PROPERTY_UNDER_CONDITION,,N/A
LaO1-xFxBiS2,charge-density-wave (CDW),EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,Weak antilocalization,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,Se-substituted,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,WAL behavior,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,magnetoconductance (MC) behavior,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,ρab (T),HAS_PROPERTY,,N/A
LaO1-xFxBiS2,rho(T),HAS_PROPERTY,,N/A
LaO1-xFxBiS2,CDW,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,superconducting layer,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,structural transition,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,tetragonal,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,monoclinic,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,broadening of the diffraction peak,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,x = 1.0,EXPERIMENT_CONDITIONS,,N/A
LaO1-xFxBiS2,metallic to semi-metallic state,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,superconducting transition,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,two-dimensionality,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,superconducting performance,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,superconducting transition temperature,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,monoclinic structure,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,in-plane disorder,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,atomic displacement parameters,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,metallic conductivity,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,tetragonal structure,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,anisotropy,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,strain,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,band insulator,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,band metal,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,F-doping,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,p-orbital states,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,electron transformation,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,High pressure annealing,SYNTHESIZES,,N/A
LaO1-xFxBiS2,lattice change,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,conventional solid-state reaction,SYNTHESIZES,,N/A
LaO1-xFxBiS2,Tc onset,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,dome-shaped dependence,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,phase diagram,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,stacking of BiS2 superconducting layers and spacer layers,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,BiS2 layers,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,shielding volume fraction,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,x = 0.5,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,shift to higher angles,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,c axis,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,F concentration,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,Fermi surface,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,volume of the Fermi surface,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,shape,EXHIBITS_STATE,,N/A
LaO1-xFxBiS2,BZ,HAS_PROPERTY,,N/A
LaO1-xFxBiS2,X-R,HAS_PROPERTY,,N/A
F concentration,WAL behavior,STATE_UNDER_CONDITION,,N/A
F concentration,x and y,HAS_CONDITION_VALUE,,N/A
F concentration,increasing,HAS_CONDITION_VALUE,,N/A
F concentration,Grüneisen parameter (γG),PROPERTY_UNDER_CONDITION,,N/A
F concentration,greater than 0.4,HAS_CONDITION_VALUE,,N/A
F concentration,γG,PROPERTY_UNDER_CONDITION,,N/A
F concentration,x,HAS_CONDITION_VALUE,,N/A
F concentration,"R(O,F)BiS2",EXHIBITS_STATE,,N/A
F concentration,nominal F contents,PROPERTY_UNDER_CONDITION,,N/A
F concentration,chemical pressure,PROPERTY_UNDER_CONDITION,,N/A
F concentration,carrier concentration,PROPERTY_UNDER_CONDITION,,N/A
F concentration,x = 0.2-0.5,HAS_CONDITION_VALUE,,N/A
F concentration,in-plane chemical pressure,STATE_UNDER_CONDITION,,N/A
F concentration,6%,HAS_CONDITION_VALUE,,N/A
F concentration,RO1-aFaBiS2,HAS_PROPERTY,,N/A
F concentration,a axis,PROPERTY_UNDER_CONDITION,,N/A
F concentration,c axis,PROPERTY_UNDER_CONDITION,,N/A
F concentration,c lattice constant,PROPERTY_UNDER_CONDITION,,N/A
F concentration,uniaxial lattice contraction,STATE_UNDER_CONDITION,,N/A
F concentration,superconducting transition temperature,PROPERTY_UNDER_CONDITION,,N/A
F concentration,NdO0.5F0.5Bi(S1-xSex)2,EXPERIMENT_CONDITIONS,,N/A
F concentration,metal-insulator transition,STATE_UNDER_CONDITION,,N/A
F concentration,antiferromagnetism,PROPERTY_UNDER_CONDITION,,N/A
F concentration,7.5 K,HAS_CONDITION_VALUE,,N/A
F concentration,x > 0.7,HAS_CONDITION_VALUE,,N/A
F concentration,CeO1-xFxBiS2,PROPERTY_UNDER_CONDITION,,N/A
F concentration,x = 0.2 ~ 0.7,HAS_CONDITION_VALUE,,N/A
F concentration,≥ 0.5,HAS_CONDITION_VALUE,,N/A
F concentration,superconducting transition,STATE_UNDER_CONDITION,,N/A
F concentration,High pressure annealing,PROPERTY_UNDER_CONDITION,,N/A
F concentration,power factor,PROPERTY_UNDER_CONDITION,,N/A
Se-substituted LaO1-xFxBiS2-ySey,metallic behavior,EXHIBITS_STATE,,N/A
metallic behavior,high-temperature region,STATE_UNDER_CONDITION,,N/A
metallic behavior,Sr0.5La0.5FBiS2,EXHIBITS_STATE,,N/A
metallic behavior,Bi4-xAgxO4S3,EXHIBITS_STATE,,N/A
metallic behavior,x<0.1,STATE_UNDER_CONDITION,,N/A
metallic behavior,250 K,STATE_UNDER_CONDITION,,N/A
metallic behavior,LaOBiS2,EXHIBITS_STATE,,N/A
metallic behavior,temperature,STATE_UNDER_CONDITION,,N/A
x ≤ 0.2,0.2,HAS_CONDITION_VALUE,,N/A
charge-density-wave (CDW),powder X-ray diffraction,DESCRIBES,,N/A
charge-density-wave (CDW),NdO0.63F0.37BiS2,EXHIBITS_STATE,,N/A
Weak antilocalization,moderately F-doped,STATE_UNDER_CONDITION,,N/A
Weak antilocalization,Se-free,STATE_UNDER_CONDITION,,N/A
Se-substituted,single crystals,STATE_UNDER_CONDITION,,N/A
WAL,moderately F-doped,STATE_UNDER_CONDITION,,N/A
WAL,Se-free,STATE_UNDER_CONDITION,,N/A
magnetoconductance (MC) behavior,F substitution,STATE_UNDER_CONDITION,,N/A
F substitution,ρab (T),PROPERTY_UNDER_CONDITION,,N/A
F substitution,rho(T),PROPERTY_UNDER_CONDITION,,N/A
F substitution,structural transition,STATE_UNDER_CONDITION,,N/A
F substitution,chemical pressure,STATE_UNDER_CONDITION,,N/A
F substitution,in-plane disorder,STATE_UNDER_CONDITION,,N/A
F substitution,concentration of mobile carriers,PROPERTY_UNDER_CONDITION,,N/A
F substitution,carrier localization,STATE_UNDER_CONDITION,,N/A
F substitution,REO1-xFxBiCh2,EXPERIMENT_CONDITIONS,,N/A
F substitution,c lattice constant,PROPERTY_UNDER_CONDITION,,N/A
F substitution,Eu0.5Ce0.5FBiS2-xSex,EXPERIMENT_CONDITIONS,,N/A
F substitution,Metallic conductivity,STATE_UNDER_CONDITION,,N/A
F substitution,Eu by La,EXPERIMENT_CONDITIONS,,N/A
F substitution,Ch1 site,PROPERTY_UNDER_CONDITION,,N/A
F substitution,buckling of the Bi-Ch1 plane,STATE_UNDER_CONDITION,,N/A
F substitution,metallic conductivity,PROPERTY_UNDER_CONDITION,,N/A
F substitution,thermoelectric power factor,PROPERTY_UNDER_CONDITION,,N/A
F substitution,power factor,PROPERTY_UNDER_CONDITION,,N/A
F substitution,superconducting transition temperature,PROPERTY_UNDER_CONDITION,,N/A
F substitution,lattice shrinkage,STATE_UNDER_CONDITION,,N/A
F substitution,F substitution,HAS_CONDITION_VALUE,,N/A
F substitution,x ≥ 0.3,HAS_CONDITION_VALUE,,N/A
F substitution,uniaxial lattice contraction,STATE_UNDER_CONDITION,,N/A
F substitution,a axis,PROPERTY_UNDER_CONDITION,,N/A
F substitution,uniaxial lattice expansion,STATE_UNDER_CONDITION,,N/A
F substitution,x,HAS_CONDITION_VALUE,,N/A
F substitution,Sb for Bi,HAS_CONDITION_VALUE,,N/A
F substitution,antiferromagnetism,STATE_UNDER_CONDITION,,N/A
F substitution,4.5 K,HAS_CONDITION_VALUE,,N/A
F substitution,7.5 K,HAS_CONDITION_VALUE,,N/A
F substitution,CeO1-xFxBiS2,PROPERTY_UNDER_CONDITION,,N/A
F substitution,NdO1-xFxBiS2,EXHIBITS_STATE,,N/A
F substitution,more than approximately 4 atomic percent,HAS_CONDITION_VALUE,,N/A
F substitution,approximately 4 atomic percent,HAS_CONDITION_VALUE,,N/A
F substitution,lattice parameters,PROPERTY_UNDER_CONDITION,,N/A
F substitution,electrical conductivity,EXPERIMENT_CONDITIONS,,N/A
F substitution,Se atoms,EXPERIMENT_CONDITIONS,,N/A
F substitution,single crystals,EXHIBITS_STATE,,N/A
F substitution,F content,PROPERTY_UNDER_CONDITION,,N/A
rho(T),Nd1-xCexOBiS2,HAS_PROPERTY,,N/A
rho(T),zero resistivity,PROPERTY_UNDER_CONDITION,,N/A
CDW,superconductor,STATE_UNDER_CONDITION,,N/A
increasing,Se doped,HAS_CONDITION_VALUE,,N/A
γG,Se-poor,PROPERTY_UNDER_CONDITION,,N/A
