success,content,method,pattern_matched_start,pattern_matched_stop,char_count,word_count,filepath,filename,error
True,"We successfully grew superconducting Sm(O, F)BiS2 single crystals using KI-KCl flux. The shape of the obtained Sm(O, F)BiS2 single crystals was flat, the crystals were approximately 500 μm in size and 10 μm thick, and their ab-plane was well-developed. The composition of the Sm(O, F)BiS2 single crystals was Sm1.04 ± 0.03O0.83 ± 0.05F0.17 ± 0.05Bi0.97 ± 0.03S2.00, and the lattice constants were a = 3.9672(4) Å and c = 13.417(6) Å. The c-axis lattice constant value was smaller than that of non-superconducting Sm(O, F)BiS2,9 which suggested that the obtained Sm(O, F)BiS2 single crystals presented high F concentration. Superconducting transition was observed at approximately 4.8 K, which has not reported.9 The γs value of the obtained Sm(O, F)BiS2 single crystals was evaluated to be 26 using upper critical field values. Figure captions Figure 1. Typical SEM image of Sm(O, F)BiS2 single crystal. Figure 2. XRD pattern of well-developed plane of Sm(O, F)BiS2 single crystal. Figure 3. Temperature (T) dependence of magnetic susceptibility (4πχ) under zero-field cooling (ZFC) and field cooling (FC) with an applied field (H) of 10 Oe parallel to the c-axis for the Sm(O, F)BiS2 single crystals. Figure 4. Resistivity-temperature (ρ-T) characteristics with applied current density (J) parallel to the ab-plane for the Sm(O, F)BiS2 single crystal. The inset is an enlargement of the superconducting transition. Figure 5. Temperature dependence of resistivity for the Sm(O, F)BiS2 single crystal under the magnetic fields (H) of 0.1-9.0 T parallel to the (a) ab-plane and (b) c-axis. Figure 6. Date in figure 5 after plotting of field dependences of Tc onset and Tc zero under the magnetic fields (H) parallel to the ab-plane (H//ab-plane) and c-axis (H//c-axis). The lines are linear fits to the date. The inset is enlargement of the lower-field region. Figure 7. (a) Angular θ dependence of resistivity ρ for the Sm(O, F)BiS2 single crystal in flux (vertices) liquid state at various magnetic fields (0.1-9.0 T). (b) Date in figure 7 (a) after best scaling of angular θ dependence of resistivity ρ at a reduced magnetic field of Hred = H(sin2θ + γs - 2cos2θ)1/2. 12 Figure 1 Figure 2 -1.5 -1 -0.5 0 4 8 4 ZFC FC Temperature (K) H=10 Oe H//c-axis Figure 3 Figure 4 Figure 5 Figure 6 Figure 7 AUTHOR INFORMATION Corresponding Author *Masanori Nagao Postal address: University of Yamanashi, Center for Crystal Science and Technology Miyamae 7-32, Kofu, Yamanashi 400-8511, Japan Telephone number: (+81)55-220-8610 Fax number: (+81)55-220-8270 E-mail address: mnagao@yamanashi. ac. jp",section_header_strict,4. Conclusion,Acknowledgments,2588,409,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1911.02337v1_full.txt,1911.02337v1_full.txt,
True,"La2O2Bi2Pb2S6 is a four-layer-type Bi-based compound that shows insulating transport properties at low temperatures. Hence, in this study, we have investigated the effects of Se substitution on the structural, transport, and superconducting properties of La2O2Bi2Pb2S6-xSex. Owing to Se doping, the normal state electrical resistivity at low temperatures was drastically suppressed, and superconductivity at a transition temperature (Tc) of 1.15 K was observed for x = 0.5. Tc increased with increasing Se concentration: Tc = 1.9 K for x = 1.0. According to XRD analyses, we proposed that Se was substituted for the in-plane S1 site in the BiS2 layers. Both the Seebeck coefficient and the Hall coefficient suggested that electrons were the dominant carriers. From the Hall coefficient, carrier concentration was estimated. Owing to Se substitution, the concentration of mobile carriers increased considerably; this could be related to the suppression of carrier localization caused by Se substitution. On the basis of the obtained results and the discussion based on the analogy of two-layer-type systems, the emergence of metallicity and superconductivity was explained by the in-plane chemical pressure effects. The estimated Bc2(0) was 0.76 and 1.15 T for x = 0.5 and 1.0, respectively. The demonstration of metallicity and superconductivity in La2O2Bi2Pb2S6-based compounds can be useful for further development of four-layer-type Bi-based superconductors.",section_header_strict,"IV. 
SUMMARY",ACKNOWLEDGMENTS,1461,212,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/1912.11981v1_full.txt,1912.11981v1_full.txt,
True,"We have synthesized a new BiCh2-based superconductor system CeOBiS2-xSex, which shows a bulk superconductivity when local structural parameters and carrier concentration were both optimized by Se substitution. Polycrystalline samples of CeOBiS2-xSex with x = 0-1.0 were synthesized by the solid-state reaction method. The XRD and Rietveld analyses revealed that inplane chemical pressure was enhanced, and the in-plane disorder was suppressed by Se substitution. BVS calculation showed that the valence of Ce ions decreased by Se substitution. For x = 0.4 and 0.6, a superconducting transition with a large shielding volume fraction was observed in magnetic susceptibility measurements, and the highest Tc was 3 K for x = 0.6. From electrical resistivity measurements, a zero-resistivity state was observed for x = 0.2-0.8, and the highest Tc was observed for x = 0.6. Since the CeOBiS1.4Se0.6 superconductor has less disorder in the CeO blocking layer owing to no substitution, this superconducting material should be useful for experiments to probe mechanisms of superconductivity in BiCh2-based compounds.",section_header_strict,4. Conclusions,"12
Acknowledgements",1108,163,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2001.07928v1_full.txt,2001.07928v1_full.txt,
True,"We have investigated low-temperature crystal structure of BiCh2-based compounds LaO1xFxBiSSe (x = 0, 0.01, 0.02, 0.03, and 0.5). From SXRD experiments, a structural transition from tetragonal to monoclinic was observed for x = 0 and 0.01. For x = 0.03, a structural transition and broadening of the diffraction peak were not observed down to 100 K. These facts suggest that the structural transition could be suppressed by 3% F substitution in LaO1-xFxBiSSe. Furthermore, from XRD experiments at T = 4 K, the crystal structure for x = 0.5 at 4 K was determined as tetragonal. The structural phase diagram obtained in this study suggests that the origin of the two-fold symmetric inplane anisotropy of magnetoresistance in the superconducting states of LaO0.5F0.5BiSSe is not structural one but another electronic one.",section_header_strict,4. Conclusions,Acknowledgments,817,129,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2006.07798v2_full.txt,2006.07798v2_full.txt,
True,"In this section, we discuss the relationship between external pressure effects, chemical pressure effects, and evolution of superconductivity in Sr0.5RE0.5FBiS2. On comparing the evolutions of superconductivity for RE = Ce-Sm and that for RE = La, a slight decrease in Tc for the low-P phase was observed with increasing pressure for the RE = Ce, Pr, Nd and, Sm samples. This deviation in the behaviour might be explained by the effect of coexistence of both the external as well as chemical pressures25. Moreover, we observed that the Tc of the high-P phase varied slightly with the RE ionic radius. On the contrary, the Pc for the high-P phase increased with decreasing RE ionic radius. Specifically, assuming a coordination number of 8, Pc was roughly estimated as 0.95, 1.11, 1.17, and 1.33 GPa for La3+ (with an ionic radius of 1.16 Å), Ce3+ (with an ionic radius of 1.14 Å), Pr3+ (with an ionic radius of 1.13 Å), and Nd3+ (with an ionic radius of 1.11 Å), respectively. The tendency of the increase in Pc and the decrease in Tc with a decrease in RE ionic radius was also observed for REO0.5F0.5BiS2 compounds38,39,40; specifically, the Tc varied from approximately 10 K to 6 K, and a significantly higher Pc was required with decreasing RE ionic radius. These observations highlight the relationship between the structural transition to monoclinic and the packing density in the BiS2 conducting layers34. It is possible that the larger space along the BiS conduction plane with a larger RE ionic radius possibly transmits the pressure, thereby inducing structural transition. As shown in Fig. 6, Tcmag of all samples for the low- and high-P phases were plotted with respect to the lattice constant a. Tc of the high-P phase was defined as the highest Tc for the range of applied pressures, whereas Tc of the low-P phase was defined as the value of Tc when the applied pressure is lower than the pressure for the emergency of the high-P phase. A slightly increasing trend in Tc was observed for both lowand high-P phases with increasing lattice constant a estimated under an ambient pressure. Fig. 7 (a) presents the X-ray diffraction patterns of Sr0.5La0.5FBiS2 at room temperature under various applied pressures of up to 3.4 GPa. Shifts of the (001) and (004) peaks to higher angles clearly indicate the shrinkage of the lattice along the c-axis due to the pressure. In contrast, a relatively smaller shift of the (110) peak was detected, which indicates that the in-plane size remains almost unchanged. Strong peak broadening was observed for the (200) peak above 1.1 GPa, indicating peak splitting due to the lowering of in-plane structural symmetry. Similar peak splitting on the (200) peak was observed for isostructural LaO0.5F0.5BiS2 and EuFBiS2 samples under high pressure34,35,41, and a resultant structural transition from a tetragonal to monoclinic phase was detected. We noticed that the (200) peak asymmetrically split into two or more peaks, as depicted in Fig. 7 (b). This may be due to the inhomogeneity of applied pressure and the flexible nature of the in-plane structure of BiS2-based compounds. The critical pressure of 1.1 GPa estimated from the XRD corresponds satisfactorily with the Pc estimated from the magnetization measurements. Conclusion Herein, we report on the results of the crystal structure, resistivity, and magnetic susceptibility under pressure for (Sr, RE)FBiS2 (RE: La, Ce, Pr, Nd, and Sm). The effects of external pressure on magnetization resulted in abrupt increments in Tc up to 10-10.8 K, for samples with RE = La, Ce, Pr, and Nd. Based on analyses of the shielding volume fraction estimated via magnetic susceptibility measurements, we found that two bulk superconductivity phases (low-P and high-P phases) existed for (Sr, RE)FBiS2. The common features were that the bulk low-P phase was induced by external pressure, whereas the bulk high-P phase was induced at pressures exceeding a critical pressure. Moreover, at the critical pressure, Tc sharply increased to the high-P phase as our experiment shifted to higher pressures with decreasing RE ionic radius; this implied that both the external as well as chemical pressures were affecting Tc. In addition, we investigated the variations in the crystal structure under pressure. By analysing the splitting of the (200) peak, we concluded that the high-P phase was a monoclinic structure. Various bulk superconducting phases with different space group induced via external pressure effects in (Sr, RE)FBiS2 need to be further investigated in order to elucidate the mechanisms of superconductivity in BiCh2-based systems. Methods Polycrystalline Sr0.5RE0.5FBiS (RE: La, Ce, Pr, Nd, and Sm) samples were synthesized by solid state reaction method in an evacuated quartz tube. Powders of RE2S3(RE: La (99.9%), Ce (99.9%), Pr (99%), Nd (99%), and Sm (99.9%)), SrF2 (99%), Bi (99.999%), and S (99.9999%) were weighed for Sr0.5RE0.5FBiS2. The mixed powder was subsequently pelletized, sintered in an evacuated quartz tube at 700oC for 20 hours, followed by furnace cooling to room temperature. The obtained compounds were thoroughly mixed and ground, then sintered in the same conditions at the first sintering. The phase purity and the crystal structure of the Sr1-xRExFBiS2 (RE: La, Ce, Pr, Nd, and Sm) samples were examined by powder synchrotron XRD with an energy of 25 keV (λ = 0.49657 Å) at the beamline BL02B2 of SPring-8 under a proposal No. 2019A1101. The synchrotron XRD experiments were performed at room temperature with a sample rotator system, and the diffraction data were collected using a high-resolution one-dimensional semiconductor detector MYTHEN [Multiple mythen system] with a step of 2θ = 0.006o. To investigate the crystal structure of Sr0.5La0.5FBiS2, XRD experiments under high pressure up to 3.4 GPa were performed at room temperature using a Mo-Kα radiation on a Rigaku (MicroMax-007HF) rotating anode generator equipped with a 100 µm collimator. Daphne was used as a pressure medium. The crystal structure parameters were refined using the Rietveld method with a RIETAN-FP software36. The actual compositions of the obtained samples were analyzed using an energy dispersive X-ray spectroscopy (EDX) on TM-3030 (Hitachi). The temperature dependence of magnetic susceptibility at ambient pressure and under high pressures were measured using a superconducting quantum interference devise (SQUID) with MPMS3 (Quantum Design). Hydrostatic pressures were generated by the MPMS high pressure Capsule Cell. The sample was immersed in a pressure transmitting medium (Daphene 7373) covered with a Teflon cell. The pressure at low temperature was calibrated from the superconducting transition temperature of Pb manometer. The electrical resistivity was measured on a GM refrigerator system (Made by Axis) using a conventional four-probe method. For the resistivity measurements, gold wires were connected to the samples with a silver paste.",section_header_strict,Discussion,References,6961,1095,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2006.08489v1_full.txt,2006.08489v1_full.txt,
True,"We have investigated the transport properties of a single crystal of BiCh2-based superconductor LaO0.9F0.1BiSSe under high magnetic fields up to 15 T. From the c-axis electrical resistance (measured with a current along the c-axis), the upper critical field was determined. Also, the in-plane anisotropy of the electrical resistance was investigated using a 3He probe equipped with a two-axes rotator system to investigate the in-plane anisotropy of magnetoresistance. From the in-plane anisotropy measurements, we observed two-fold symmetry of magnetoresistance in the superconducting states within the ab plane of LaO0.9F0.1BiSSe. Since the crystal possessed a tetragonal square plane with a tetragonal (four-fold) in-plane symmetry, the appearance of twofold symmetry indicates the rotational symmetry breaking in the superconducting states. The phenomena are very similar to those observed for LaO0.5F0.5BiSSe with a higher electron doping concentration. Therefore, we conclude that the carrier doping concentration, which affects the Fermi surface topology, is not an essential parameter for the emergence of the nematicsuperconductivity-like phenomena in LaO1-xFxBiSSe. We hope that the results shown here are useful for further investigation on superconductivity pairing mechanisms of the BiCh2-based compounds and related studies on nematic superconductivity in layered systems.",section_header_strict,4. Conclusion,Acknowledgement,1386,189,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2006.11576v1_full.txt,2006.11576v1_full.txt,
True,"We have investigated the in-plane anisotropy of the c-axis MR in both superconducting and normal states of single crystals of NdO0.7F0.3BiS2 under in-plane magnetic fields. In the superconducting states, four-fold-symmetric in-plane anisotropy of MR was observed below the Tc. Since the crystal structure of NdO0.7F0.3BiS2 is tetragonal, the results suggest no symmetry breaking in the in-plane anisotropy of MR in the superconducting states. This is clearly different from those observed for LaO0.5F0.5BiSSe single crystals, in which two-fold-symmetric anisotropy of MR was observed in its superconducting states. We consider that the switching between twofold-symmetric and four-fold-symmetric anisotropy of MR in the superconducting properties of those systems is related to the constituent elements at the superconducting planes, which is expected to modify the spin-orbit interactions. In the normal states of NdO0.7F0.3BiS2, two-fold symmetric MR with a small amplitude was observed, while four-fold-symmetric anisotropy was observed in the normal states of LaO0.5F0.5BiSSe. We consider that the normal-state in-plane anisotropy of MR in NdO0.7F0.3BiS2 is caused by local structural instability that is commonly observed in BiCh2-based compounds and tunable by chemical pressures.",section_header_strict,4. Summary,"6 
 
Acknowledgement",1286,178,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2007.03235v1_full.txt,2007.03235v1_full.txt,
True,"We have reported the sulfur isotope effect on Tc in Bi4O4S3 with 32S and 34S. Polycrystalline samples of Bi4O4S3 were prepared by solid-state reaction using 32S and 34S isotope chemicals. To investigate the isotope effect, six samples having similar lattice constants were selected. From magnetization analyses, the isotope exponent was estimated as -0.1 < S < 0.1. Although the Tc estimated from electrical resistivity was scattered as compared to those estimated from the magnetization, we observed no clear correlation between Tc and the isotope mass. The present results on the isotope effect suggest Bi4O4S3 to be an unconventional superconductor.",section_header_strict,4. Conclusion,Acknowledgements,653,99,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2007.06696v2_full.txt,2007.06696v2_full.txt,
True,"As summarised in Fig. 1, isotope effect suggesting the importance of phonon was observed for the high-P phase of (Sr, La)FBiS2, whereas unconventional isotope effects were observed in La(O, F)BiSSe and Bi4O4S326,27. Although there are some possible factors, which could affect isotope effect, other than pairing states32, we consider that the observed difference in isotope effect is essentially caused by the different pairing states between those systems. The reason for proposing the scenario is the recent observation of nematic superconductivity in La(O, F)BiSSe33,34; nematic superconductivity has been observed in unconventional superconductors like Fe-based and Bi2Se3-based superconductors35,36. Since nematic superconductivity emerges in both LaO0.9F0.1BiSSe (tetragonal) and LaO0.5F0.5BiSSe (tetragonal) with different carrier concentrations but with comparable structures of the BiSSe conducting layer, unconventional pairing states would commonly present in tetragonal BiCh2-based superconductors with a tetragonal symmetry without structural distortion or local disorder. In contrast, nematic superconductivity was not observed in Nd(O, F)BiS237, which is also tetragonal but has larger local structural disorder than La(O, F)BiSSe11,17,19. These facts suggest the importance of structural symmetry in the conducting layers and would support our scenario suggested in this article. Here, we discuss the possible differences in electronic states and pairing states between tetragonal and monoclinic phases. The high-P phase of (Sr, La)FBiS2 has a monoclinic structure and a distorted in-plane structure in the BiS2 layers30. In contrast, La(O, F)BiSSe and Bi4O4S3 have tetragonal structures, in which the square Bi-Ch network forms a superconducting plane. Although the low-P phase of (Sr, La)FBiS2 is tetragonal, same as for La(O, F)BiSSe and Bi4O4S3, bulk superconductivity is not observed at ambient pressure because of insufficient in-plane chemical pressure17-19,30. In the low pressure range, bulk superconductivity is induced, but the determination of Tc is difficult because there are two possible superconducting transitions of the manometer (Pb) and the high-P phase. Based on the isotope effects in the high-P phase of (Sr, La)FBiS2, La(O, F)BiSSe, and Bi4O4S3, we suggest that structural symmetry breaking in the superconducting BiCh2 layer is an essential factor in the switching of the isotope effect from unconventional to conventional. We calculated the band structures of (Sr, La)FBiS2 and La(O, F)BiSSe (see",section_header_strict,Discussion,Supplementary,2538,354,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2007.11130v2_full.txt,2007.11130v2_full.txt,
True,"We have synthesized CeOBiS1.7Se0.3 single crystals using a flux method. The single crystal X-ray structural analysis revealed that the crystal has a tetragonal structure with the space group of P4/nmm. BVS calculations showed that the valence of Ce ions is 3.25, indicating the mixed-valence state of Ce. Bulk superconductivity with a transition temperature of 3.3 K was confirmed through the electrical resistivity and magnetization measurements. The estimation of anisotropy parameter γ of Bc2 revealed that the γ for CeOBiS1.7Se0.3 is lower than that observed for RE(O, F)BiS2 crystals. In the in-plane anisotropy measurements, two-fold symmetric in-plane anisotropy of magnetoresistance in the superconducting states was observed. These results suggest that CeOBiS1.7Se0.3 is a new nematic superconductor.",section_header_strict,4. Conclusion,Acknowledgements,809,115,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2011.12708v1_full.txt,2011.12708v1_full.txt,
True,"In this chapter, we reviewed the works on HEA superconductors and HEA-type superconducting compounds, which have been developed applying the HEA concept in simple alloys to more complicated compounds. By introducing a HEA-type site (or alloying multi sites) in a compound, a high mixing entropy can be achieved. HEA-type compounds would have a high mixing entropy at the alloyed site and a highly (randomly) disordered bonding states. For a three-dimensional system, such as NaCl-type chalcogenides, introduction of the HEA-type M site in MCh resulted in suppression of Tc, but, at the same time, slight enhancements of Hc2 and Jc were observed. For tetragonal (CuAl2-type) TrZr2, the introduction of the HEA-type site does not suppress Tc. Furthermore, for layered systems, such as REBa2Cu3O7-d cuprates and BiS2-based RE0.5F0.5BiS2, high-entropy alloying rather improves their superconducting properties. Through investigations of the HEA effects to superconducting and structural properties for HEA-type compounds with different structural types, we conclude that the HEA effects are highly depending on the structural dimensionality. Hence, to effectively use the HEA effect to improve superconducting properties of compounds, target structure should be lower-symmetric, a layered structure or a one-dimensional structure. To obtain further knowledge about the presence/absence of local phase separations, pinning characteristics, and the HEA effect to superconducting pairing states, further investigations on HEA-type superconducting compounds using various probes are required.",section_header_strict,6. Conclusion,References,1584,221,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2102.01321v1_full.txt,2102.01321v1_full.txt,
True,"Here we report that NdO1-xFxBiS2 (x = 0.37 and 0.3) develops a CDW, a long-sought structural ground state in the BiS2-based superconductors that coexist with superconductivity. The origin of a CDW is an interesting and often challenging question. It can be from FSN as in simple Pierels system, q-dependent electron-phonon coupling as in some TMDC, or electron-electron correlation in cuprates55. While the QCDW seems to be far from the FSN vectors known so far, electron-phonon coupling calculations were not successful to predict the wavevector yet. More careful studies considering the interlayer couplings and even electronic correlations could be required. The discrepancy between the calculations and measurements might be from the structural instability to the monoclinic phase in the BiS2-based system. At high pressure, LaO1-xFxBiS2 undergoes a structural phase transition to P21/m and yields higher Tc28. According to the first-principle calculations, in the monoclinic phase, the magnitude of the interlayer hopping becomes much larger stabilizing the electronic state56,57. Our intensity map at (H, K, 0) in the Supplementary show that the xray reflections no longer satisfy the P4/nmm extinction conditions, probably due to a monoclinic phase transition as observed in some other BiS2-based systems58. The enhanced interlayer hopping in the monoclinic structure, therefore, can be responsible for the L-dependence of our CDW wavevector. We claim that the interlayer coupling overlooked so far in the phonon and band calculations can be essential to properly describe the electron-phonon coupling, FSN, CDW, and the nature of superconductivity in BiS2-based superconductors. Lastly, the role of CDW in superconductivity has been an active research subject since Fr¨ohlich tried to explain superconductivity with sliding of CDW, a concept conceived even before BCS formalism59. While there is accumulating evidence that a CDW could be a ubiquitous phase in unconventional superconductors23,24, the relation with superconductivity remains elusive. Here, we suggested that the charge density wave and superconductivity might be in competition while coexisting over a certain doping range in the phase diagram. Like lattice vibrations in a conventional superconductor, charge/orbital fluctuation near the quantum critical point is argued to be capable of mediating superconductivity. Considering the absence of momentum- and temperature- dependent anomalies in the phonon spectrum across Tc, we cannot exclude the unconventional pairing mechanism. The study on the interplay between CDW and superconductivity in BiS2-based superconductors, by changing external perturbations like doping or pressure will be a fascinating topic that requires lots of future attention. V. CONCLUSION In summary, we found an intrinsic and long-range CDW phase in a NdO1-xFxBiS2 (x = 0.37 and 0.3) superconductor by x-ray diffraction measurements. The CDW wavevector is QCDW ≈(0.17, 0.17, 0.5) with clear L-dependence and the atomic displacements are transverse and in diagonal directions. The wavevector does not match theoretical estimations from phonon softening or FSN and therefore places an important constraint on forthcoming studies. We measured TDS across the Tc and could not find meaningful q- and T- dependent changes.",section_header_strict,"IV.
DISCUSSION","VI.
ACKNOWLEDGMENTS",3317,481,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2104.02241v2_full.txt,2104.02241v2_full.txt,
True,"We have successfully grown Sm(O, F)BiS2 single crystals with the nominal compositions of SmO1-xFxBiS2 (x = 0.3-0.8) using KI-KCl flux. The solid solution limit of F at the O site is approximately less than 20 at%. The difference of c-axis lattice constants could not be observed in the all samples. But analytical F contents were similar value which was approximately 20 at% F substitution in O-site. Therefore, Sm(O, F)BiS2 with approximately 20 at% F substitution has possibility to be of intrinsic stable phase. In consequence, F concentrations and c-axis lattice constants are hardly controlled by nominal F contents. On the other hand, the peak shape of associated absorption-edge spectra for Sm was almost the same between x = 0.3 and 0.5, which was mainly trivalent electronic configuration (Sm3+). Superconducting transition temperature were increased with increasing nominal F contents within less than x = 0.7 despite similar chemical properties. The upper critical fields and superconducting anisotropies showed no remarkable tendencies regardless of the various nominal F contents within x = 0.3-0.8 range. However, values of those superconducting parameters exhibited some differences. Those observations may be originated from other chemical parameters such as a-axis lattice constants, elemental deficiency and so on.",section_header_strict,4. Conclusions,Acknowledgments,1332,199,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2106.09863v1_full.txt,2106.09863v1_full.txt,
True,"We have investigated Grüneisen parameter (γG) of REO1-xFxBiS2 with different RE ions and carrier concentrations through the measurements of temperature-dependent XRD, sound velocity, and low-temperature specific heat (θD). With increasing in-plane chemical pressure, bulk modulus remarkably increases, and a high γG is observed for RE = Nd. The dependence of γG on in-plane chemical pressure exhibits a good correlation with Tc, and a higher Tc is achieved when γG is large for RE = Nd. In addition, γG shows a slight decrease by a decrease of F concentration (x) in REO1-xFxBiS2. We propose that the anharmonic vibration of Bi along the caxis observed in previous inelastic neutron scattering for thermoelectric LaOBiS2-xSex is present in REO1-xFxBiS2, and the enhancement of the anharmonicity is positively linked to superconducting Tc and pairing mechanisms.",section_header_strict,4.  Conclusion,Acknowledgment,861,130,/content/drive/MyDrive/TFM/data/processed/corpus_v1.0_text_dumps/2203.11566v1_full.txt,2203.11566v1_full.txt,
